Time	PPG1
1.24	1632
1.248	1627
1.256	1623
1.264	1617
1.272	1608
1.28	1595
1.288	1580
1.296	1562
1.304	1542
1.312	1521
1.32	1500
1.328	1478
1.336	1456
1.344	1434
1.352	1413
1.36	1394
1.368	1374
1.376	1355
1.384	1338
1.392	1324
1.4	1318
1.408	1326
1.416	1357
1.424	1415
1.432	1502
1.44	1620
1.448	1767
1.456	1936
1.464	2115
1.472	2295
1.48	2467
1.488	2623
1.496	2753
1.504	2852
1.512	2919
1.52	2954
1.528	2956
1.536	2927
1.544	2872
1.552	2797
1.56	2708
1.568	2608
1.576	2501
1.584	2392
1.592	2284
1.6	2181
1.608	2087
1.616	2002
1.624	1927
1.632	1865
1.64	1815
1.648	1777
1.656	1750
1.664	1729
1.672	1714
1.68	1704
1.688	1697
1.696	1692
1.704	1687
1.712	1681
1.72	1673
1.728	1663
1.736	1649
1.744	1633
1.752	1614
1.76	1591
1.768	1567
1.776	1540
1.784	1511
1.792	1483
1.8	1455
1.808	1426
1.816	1396
1.824	1368
1.832	1341
1.84	1314
1.848	1288
1.856	1264
1.864	1243
1.872	1230
1.88	1226
1.888	1238
1.896	1274
1.904	1339
1.912	1434
1.92	1557
1.928	1705
1.936	1868
1.944	2038
1.952	2206
1.96	2362
1.968	2498
1.976	2608
1.984	2688
1.992	2736
2	2752
2.008	2739
2.016	2700
2.024	2637
2.032	2557
2.04	2464
2.048	2361
2.056	2253
2.064	2145
2.072	2041
2.08	1942
2.088	1852
2.096	1773
2.104	1705
2.112	1648
2.12	1600
2.128	1562
2.136	1532
2.144	1510
2.152	1496
2.16	1488
2.168	1483
2.176	1480
2.184	1477
2.192	1473
2.2	1467
2.208	1458
2.216	1445
2.224	1431
2.232	1414
2.24	1394
2.248	1374
2.256	1356
2.264	1339
2.272	1322
2.28	1305
2.288	1288
2.296	1269
2.304	1249
2.312	1229
2.32	1209
2.328	1190
2.336	1174
2.344	1161
2.352	1155
2.36	1159
2.368	1176
2.376	1209
2.384	1262
2.392	1337
2.4	1436
2.408	1555
2.416	1690
2.424	1832
2.432	1976
2.44	2115
2.448	2240
2.456	2341
2.464	2415
2.472	2460
2.48	2473
2.488	2458
2.496	2417
2.504	2355
2.512	2278
2.52	2189
2.528	2094
2.536	1997
2.544	1902
2.552	1810
2.56	1724
2.568	1646
2.576	1579
2.584	1525
2.592	1481
2.6	1446
2.608	1421
2.616	1406
2.624	1398
2.632	1395
2.64	1395
2.648	1397
2.656	1399
2.664	1399
2.672	1398
2.68	1395
2.688	1391
2.696	1385
2.704	1375
2.712	1363
2.72	1350
2.728	1334
2.736	1316
2.744	1297
2.752	1278
2.76	1257
2.768	1238
2.776	1221
2.784	1204
2.792	1187
2.8	1173
2.808	1159
2.816	1147
2.824	1140
2.832	1141
2.84	1155
2.848	1184
2.856	1231
2.864	1301
2.872	1395
2.88	1510
2.888	1643
2.896	1788
2.904	1936
2.912	2080
2.92	2209
2.928	2317
2.936	2399
2.944	2451
2.952	2473
2.96	2466
2.968	2432
2.976	2376
2.984	2300
2.992	2210
3	2113
3.008	2015
3.016	1918
3.024	1824
3.032	1738
3.04	1661
3.048	1592
3.056	1532
3.064	1484
3.072	1447
3.08	1421
3.088	1405
3.096	1397
3.104	1398
3.112	1404
3.12	1410
3.128	1416
3.136	1420
3.144	1422
3.152	1422
3.16	1419
3.168	1414
3.176	1405
3.184	1393
3.192	1380
3.2	1367
3.208	1354
3.216	1337
3.224	1319
3.232	1301
3.24	1282
3.248	1262
3.256	1244
3.264	1229
3.272	1216
3.28	1204
3.288	1196
3.296	1194
3.304	1201
3.312	1223
3.32	1265
3.328	1331
3.336	1423
3.344	1540
3.352	1679
3.36	1834
3.368	1995
3.376	2156
3.384	2306
3.392	2437
3.4	2543
3.408	2618
3.416	2660
3.424	2672
3.432	2655
3.44	2612
3.448	2546
3.456	2463
3.464	2369
3.472	2269
3.48	2167
3.488	2066
3.496	1969
3.504	1881
3.512	1803
3.52	1735
3.528	1679
3.536	1637
3.544	1608
3.552	1589
3.56	1579
3.568	1576
3.576	1578
3.584	1582
3.592	1587
3.6	1593
3.608	1597
3.616	1598
3.624	1596
3.632	1592
3.64	1585
3.648	1576
3.656	1562
3.664	1544
3.672	1525
3.68	1506
3.688	1485
3.696	1464
3.704	1444
3.712	1426
3.72	1407
3.728	1389
3.736	1373
3.744	1358
3.752	1346
3.76	1340
3.768	1344
3.776	1365
3.784	1409
3.792	1480
3.8	1581.00000000001
3.808	1710.00000000001
3.816	1861.00000000001
3.824	2028.00000000001
3.832	2201.00000000001
3.84	2372
3.848	2530
3.856	2667
3.864	2777
3.872	2857
3.88	2903
3.888	2914
3.896	2893
3.904	2846
3.912	2776
3.92	2689
3.928	2589
3.936	2480
3.944	2367
3.952	2256
3.96	2150
3.968	2052
3.976	1964
3.984	1888
3.992	1824
4	1773
4.008	1737
4.016	1711
4.024	1693
4.032	1682
4.04	1675
4.048	1672
4.056	1669
4.064	1665
4.072	1659
4.08	1651
4.088	1642
4.096	1631
4.104	1618
4.112	1603
4.12	1587
4.128	1568
4.136	1546
4.144	1524
4.152	1503
4.16	1482
4.168	1460
4.176	1438
4.184	1415
4.192	1393
4.2	1373
4.208	1353
4.216	1334
4.224	1320
4.232	1315
4.24	1326
4.248	1357
4.256	1412
4.264	1494
4.272	1606
4.28	1746
4.288	1905
4.296	2074
4.304	2244
4.312	2405
4.32	2549
4.328	2667
4.336	2754
4.344	2808
4.352	2827
4.36	2813
4.368	2769
4.376	2698
4.384	2605
4.392	2497
4.4	2379
4.408	2257
4.416	2136
4.424	2021
4.432	1916
4.44	1821
4.448	1739
4.456	1669
4.464	1610
4.472	1563
4.48	1530
4.488	1508
4.496	1496
4.504	1490
4.512	1487
4.52	1486
4.528	1485
4.536	1484
4.544	1480
4.552	1472
4.56	1460
4.568	1446
4.576	1420
4.584	1401
4.592	1380
4.6	1335
4.608	1312
4.616	1289
4.624	1242
4.632	1219
4.64	1196
4.648	1164
4.656	1143
4.664	1126
4.672	1115
4.68	1115
4.688	1129
4.696	1162
4.704	1218
4.712	1300
4.72	1409
4.728	1543
4.736	1693
4.744	1929
4.752	2082
4.76	2222
4.768	2393
4.776	2468
4.784	2509
4.792	2519
4.8	2497
4.808	2447
4.816	2376
4.824	2288
4.832	2188
4.84	2081
4.848	1972
4.856	1865
4.864	1766
4.872	1674
4.88	1592
4.888	1523
4.896	1466
4.904	1421
4.912	1390
4.92	1369
4.928	1357
4.936	1351
4.944	1349
4.952	1351
4.96	1355
4.968	1358
4.976	1359
4.984	1359
4.992	1357
5	1353
5.008	1346
5.016	1335
5.024	1322
5.032	1307
5.04	1291
5.048	1272
5.056	1252
5.064	1232
5.072	1210
5.08	1187
5.088	1165
5.096	1144
5.104	1125
5.112	1112
5.12	1101
5.128	1095
5.136	1098
5.144	1111
5.152	1142
5.16	1195
5.168	1271
5.176	1371
5.184	1496
5.192	1639
5.2	1795
5.208	1956
5.216	2109
5.224	2246
5.232	2359
5.24	2443
5.248	2492
5.256	2505
5.264	2486
5.272	2437
5.28	2365
5.288	2274
5.296	2170
5.304	2060
5.312	1947
5.32	1836
5.328	1732
5.336	1637
5.344	1554
5.352	1484
5.36	1428
5.368	1387
5.376	1361
5.384	1347
5.392	1341
5.4	1342
5.408	1347
5.416	1354
5.424	1361
5.432	1367
5.44	1370
5.448	1369
5.456	1366
5.464	1361
5.472	1355
5.48	1346
5.488	1331
5.496	1311
5.504	1288
5.512	1263
5.52	1238
5.528	1212
5.536	1187
5.544	1164
5.552	1142
5.56	1122
5.568	1105
5.576	1094
5.584	1088
5.592	1089
5.6	1101
5.608	1131
5.616	1182.00000000001
5.624	1256.00000000001
5.632	1358
5.64	1488
5.648	1643
5.656	1815
5.664	1993
5.672	2168
5.68	2330
5.688	2469
5.696	2578
5.704	2652
5.712	2689
5.72	2689
5.728	2654
5.736	2589
5.744	2499
5.752	2390
5.76	2269
5.768	2143
5.776	2019
5.784	1901
5.792	1792
5.8	1696
5.808	1614
5.816	1547
5.824	1496
5.832	1457
5.84	1431
5.848	1416
5.856	1409
5.864	1410
5.872	1415
5.88	1421
5.888	1426
5.896	1430
5.904	1432
5.912	1430
5.92	1425
5.928	1417
5.936	1405
5.944	1390
5.952	1373
5.96	1356
5.968	1336
5.976	1315
5.984	1294
5.992	1272
6	1251
6.008	1232
6.016	1215
6.024	1200
6.032	1186
6.04	1177
6.048	1175
6.056	1184
6.064	1210
6.072	1259
6.08	1338
6.088	1448
6.096	1588
6.104	1756
6.112	1944
6.12	2139
6.128	2330
6.136	2505
6.144	2657
6.152	2778
6.16	2862
6.168	2908
6.176	2914
6.184	2884
6.192	2824
6.2	2738
6.208	2631
6.216	2510
6.224	2382
6.232	2253
6.24	2127
6.248	2009
6.256	1904
6.264	1812
6.272	1735
6.28	1675
6.288	1630
6.296	1598
6.304	1576
6.312	1562
6.32	1555
6.328	1553
6.336	1555
6.344	1558
6.352	1557
6.36	1554
6.368	1549
6.376	1542
6.384	1530
6.392	1516
6.4	1502
6.408	1486
6.416	1467
6.424	1445
6.432	1421
6.44	1397
6.448	1373
6.456	1349
6.464	1325
6.472	1300
6.48	1275
6.488	1253
6.496	1236
6.504	1227
6.512	1231
6.52	1255
6.528	1305.00000000001
6.536	1386.00000000001
6.544	1501.00000000001
6.552	1650.00000000002
6.56	1827.00000000002
6.568	2024.00000000002
6.576	2227.00000000002
6.584	2426.00000000002
6.592	2609.00000000002
6.6	2766.00000000002
6.608	2888.00000000001
6.616	2972.00000000001
6.624	3016
6.632	3021
6.64	2990
6.648	2924.99999999999
6.656	2833.99999999999
6.664	2721
6.672	2593
6.68	2458
6.688	2321
6.696	2187
6.704	2060
6.712	1943
6.72	1841
6.728	1755
6.736	1685
6.744	1632
6.752	1593
6.76	1566
6.768	1548
6.776	1537
6.784	1530
6.792	1524
6.8	1518
6.808	1511
6.816	1504
6.824	1496
6.832	1486
6.84	1472
6.848	1455
6.856	1436
6.864	1414
6.872	1390
6.88	1365
6.888	1338
6.896	1307
6.904	1275
6.912	1243
6.92	1211
6.928	1178
6.936	1145
6.944	1115
6.952	1089
6.96	1069
6.968	1059
6.976	1064
6.984	1088
6.992	1139
7	1223
7.008	1340
7.016	1488
7.024	1663
7.032	1856
7.04	2050
7.048	2234
7.056	2397
7.064	2530
7.072	2627
7.08	2685
7.088	2702
7.096	2679
7.104	2622
7.112	2535
7.12	2425
7.128	2300
7.136	2165
7.144	2027
7.152	1893
7.16	1767
7.168	1658
7.176	1567
7.184	1489
7.192	1425
7.2	1374
7.208	1334
7.216	1305
7.224	1286
7.232	1275
7.24	1270
7.248	1268
7.256	1269
7.264	1272
7.272	1274
7.28	1274
7.288	1272
7.296	1269
7.304	1265
7.312	1259
7.32	1250
7.328	1235
7.336	1216
7.344	1194
7.352	1170
7.36	1144
7.368	1117
7.376	1091
7.384	1065
7.392	1040
7.4	1018
7.408	999
7.416	985
7.424	978
7.432	980
7.44	996
7.448	1030
7.456	1088
7.464	1174
7.472	1287
7.48	1426
7.488	1583
7.496	1750
7.504	1918.00000000002
7.512	2076.00000000002
7.52	2213.00000000001
7.528	2323.00000000001
7.536	2398.00000000001
7.544	2432
7.552	2428
7.56	2388.99999999999
7.568	2318.99999999999
7.576	2222.99999999999
7.584	2107.99999999999
7.592	1981.99999999999
7.6	1853.99999999999
7.608	1728.99999999999
7.616	1611.99999999999
7.624	1506.99999999999
7.632	1416.99999999999
7.64	1342.99999999999
7.648	1283.99999999999
7.656	1238
7.664	1206
7.672	1185
7.68	1173
7.688	1168
7.696	1167
7.704	1170
7.712	1175
7.72	1182
7.728	1188
7.736	1193
7.744	1198
7.752	1200
7.76	1199
7.768	1195
7.776	1187
7.784	1175
7.792	1160
7.8	1142
7.808	1121
7.816	1099
7.824	1076
7.832	1051
7.84	1028
7.848	1008
7.856	991
7.864	979
7.872	971
7.88	969
7.888	978
7.896	1001
7.904	1044
7.912	1111
7.92	1207
7.928	1330
7.936	1477
7.944	1645
7.952	1823
7.96	2000
7.968	2164
7.976	2304
7.984	2412
7.992	2482
8	2513
8.008	2507
8.016	2463
8.024	2385.99999999998
8.032	2283
8.04	2162.99999999997
8.048	2032
8.056	1896.99999999997
8.064	1766
8.072	1642.99999999997
8.08	1534
8.088	1438.99999999998
8.096	1363
8.104	1305.99999999999
8.112	1263
8.12	1234
8.128	1217
8.136	1210
8.144	1208
8.152	1210
8.16	1216
8.168	1224
8.176	1231
8.184	1238
8.192	1244
8.2	1248
8.208	1249
8.216	1246
8.224	1238
8.232	1226
8.24	1211
8.248	1194
8.256	1173
8.264	1152
8.272	1129
8.28	1105
8.288	1081
8.296	1058
8.304	1036
8.312	1017
8.32	1004
8.328	997
8.336	999
8.344	1015
8.352	1052
8.36	1115
8.368	1209
8.376	1333
8.384	1486
8.392	1663
8.4	1857
8.408	2054
8.416	2240
8.424	2405
8.432	2539
8.44	2635
8.448	2690
8.456	2703
8.464	2676
8.472	2612
8.48	2517
8.488	2399
8.496	2266
8.504	2124
8.512	1983
8.52	1850
8.528	1727
8.536	1619
8.544	1527
8.552	1453
8.56	1397
8.568	1356
8.576	1328
8.584	1312
8.592	1305
8.6	1305
8.608	1309
8.616	1317
8.624	1327
8.632	1337
8.64	1346
8.648	1352
8.656	1356
8.664	1356
8.672	1351
8.68	1343
8.688	1330
8.696	1311
8.704	1291
8.712	1270
8.72	1246
8.728	1221
8.736	1198
8.744	1175
8.752	1154
8.76	1134
8.768	1116
8.776	1103
8.784	1099
8.792	1109
8.8	1139
8.808	1196
8.816	1286
8.824	1412
8.832	1572
8.84	1760
8.848	1965
8.856	2174
8.864	2374
8.872	2553
8.88	2700
8.888	2807
8.896	2873
8.904	2898
8.912	2881
8.92	2826
8.928	2738
8.936	2624
8.944	2492
8.952	2350
8.96	2205
8.968	2064
8.976	1930
8.984	1809
8.992	1706
9	1619
9.008	1549.99999999999
9.016	1498
9.024	1459.99999999999
9.032	1433
9.04	1417
9.048	1409
9.056	1405
9.064	1403
9.072	1402
9.08	1401
9.088	1401
9.096	1399
9.104	1395
9.112	1390
9.12	1382
9.128	1371
9.136	1358
9.144	1340
9.152	1318
9.16	1296
9.168	1273.99999999999
9.176	1250
9.184	1223.99999999999
9.192	1197
9.2	1169.99999999999
9.208	1141
9.216	1144
9.224	1165
9.232	1169
9.24	1171
9.248	1182
9.256	1213
9.264	1273
9.272	1366
9.28	1495
9.288	1660
9.296	1850
9.304	2054
9.312	2260
9.32	2451
9.328	2617
9.336	2747
9.344	2834
9.352	2876
9.36	2874
9.368	2832
9.376	2755
9.384	2650
9.392	2521
9.4	2377
9.408	2226
9.416	2074
9.424	1929
9.432	1797
9.44	1678
9.448	1574
9.456	1490
9.464	1424
9.472	1374
9.48	1338
9.488	1313
9.496	1298
9.504	1289
9.512	1285
9.52	1284
9.528	1283
9.536	1281
9.544	1277
9.552	1270
9.56	1262
9.568	1255
9.576	1248
9.584	1238
9.592	1225
9.6	1210
9.608	1190
9.616	1167
9.624	1144
9.632	1119
9.64	1093
9.648	1066
9.656	1039
9.664	1014
9.672	990
9.68	968
9.688	950
9.696	940
9.704	943
9.712	965
9.72	1012
9.728	1090
9.736	1202
9.744	1345
9.752	1513
9.76	1699
9.768	1890
9.776	2070
9.784	2229
9.792	2358
9.8	2448
9.808	2497
9.816	2507
9.824	2478
9.832	2411
9.84	2315
9.848	2198
9.856	2066
9.864	1928
9.872	1791
9.88	1661
9.888	1542
9.896	1435
9.904	1343
9.912	1267
9.92	1207
9.928	1163
9.936	1134
9.944	1117
9.952	1111
9.96	1112
9.968	1117
9.976	1125
9.984	1133
9.992	1140
10	1145
10.008	1149
10.016	1150
10.024	1146
10.032	1139
10.04	1130
10.048	1117
10.056	1102
10.064	1083
10.072	1060.99999999999
10.08	1038
10.088	1014.99999999999
10.096	992
10.104	967.999999999995
10.112	944
10.12	919.999999999995
10.128	898
10.136	880.999999999997
10.144	870
10.152	867
10.16	878
10.168	906.000000000008
10.176	959
10.184	1042.00000000002
10.192	1156
10.2	1299.00000000003
10.208	1465
10.216	1647.00000000004
10.224	1832
10.232	2006.00000000004
10.24	2161
10.248	2286
10.256	2371
10.264	2415
10.272	2417
10.28	2379
10.288	2306
10.296	2206
10.304	2088
10.312	1958
10.32	1824
10.328	1694
10.336	1572
10.344	1461
10.352	1364
10.36	1281
10.368	1216
10.376	1167
10.384	1132
10.392	1109
10.4	1097
10.408	1093
10.416	1095
10.424	1101
10.432	1109
10.44	1118
10.448	1126
10.456	1131
10.464	1133
10.472	1132
10.48	1129
10.488	1124
10.496	1115
10.504	1104
10.512	1089
10.52	1071
10.528	1050
10.536	1027
10.544	1005
10.552	983
10.56	960
10.568	937
10.576	916
10.584	897
10.592	883
10.6	876
10.608	880
10.616	901
10.624	945
10.632	1018
10.64	1125
10.648	1266
10.656	1435
10.664	1625
10.672	1822
10.68	2011
10.688	2183
10.696	2326
10.704	2430
10.712	2493
10.72	2514
10.728	2494
10.736	2437
10.744	2349
10.752	2238
10.76	2110
10.768	1971
10.776	1831
10.784	1698
10.792	1574
10.8	1463
10.808	1368
10.816	1289
10.824	1228
10.832	1183
10.84	1155
10.848	1140
10.856	1134
10.864	1135
10.872	1141
10.88	1150
10.888	1160
10.896	1170
10.904	1178
10.912	1184
10.92	1187
10.928	1187
10.936	1183
10.944	1175
10.952	1164
10.96	1150
10.968	1136
10.976	1121
10.984	1105
10.992	1087
11	1067
11.008	1046
11.016	1024
11.024	1003
11.032	984
11.04	966.999999999997
11.048	957
11.056	958
11.064	974
11.072	1014.00000000001
11.08	1086
11.088	1194.00000000003
11.096	1338
11.104	1512.00000000004
11.112	1708
11.12	1915.00000000005
11.128	2120
11.136	2308.00000000004
11.144	2467
11.152	2591.00000000002
11.16	2673
11.168	2710
11.176	2703
11.184	2656.99999999999
11.192	2578
11.2	2470.99999999997
11.208	2345
11.216	2208.99999999997
11.224	2069
11.232	1930.99999999997
11.24	1802
11.248	1684.99999999998
11.256	1583
11.264	1546
11.272	1552
11.28	1539
11.288	1523
11.296	1510
11.304	1502
11.312	1500
11.32	1502
11.328	1507
11.336	1515
11.344	1524
11.352	1531
11.36	1537
11.368	1540
11.376	1538
11.384	1532
11.392	1523
11.4	1512
11.408	1497
11.416	1481
11.424	1465
11.432	1448
11.44	1429
11.448	1411
11.456	1392
11.464	1371
11.472	1351
11.48	1330
11.488	1308
11.496	1288
11.504	1274
11.512	1273
11.52	1293
11.528	1343
11.536	1429
11.544	1553
11.552	1713
11.56	1900
11.568	2102
11.576	2306
11.584	2496
11.592	2660
11.6	2791
11.608	2882
11.616	2929
11.624	2936
11.632	2905
11.64	2842
11.648	2751
11.656	2640
11.664	2514
11.672	2379
11.68	2243
11.688	2113
11.696	1993
11.704	1884
11.712	1789
11.72	1711
11.728	1647
11.736	1598
11.744	1563
11.752	1539
11.76	1524
11.768	1516
11.776	1512
11.784	1511
11.792	1513
11.8	1514
11.808	1512
11.816	1509
11.824	1504
11.832	1495
11.84	1483
11.848	1468
11.856	1450
11.864	1429
11.872	1405
11.88	1379
11.888	1352
11.896	1324
11.904	1296
11.912	1269
11.92	1244
11.928	1217
11.936	1191
11.944	1165
11.952	1141
11.96	1124
11.968	1118
11.976	1132
11.984	1173
11.992	1249
12	1363
12.008	1512.00000000004
12.016	1689
12.024	1882.00000000004
12.032	2076
12.04	2258.00000000004
12.048	2414
12.056	2536.00000000002
12.064	2619
12.072	2662
12.08	2664
12.088	2627.99999999999
12.096	2560
12.104	2466.99999999998
12.112	2355
12.12	2228.99999999997
12.128	2097
12.136	1965.99999999997
12.144	1840
12.152	1722.99999999998
12.16	1619
12.168	1528.99999999998
12.176	1455
12.184	1398.99999999999
12.192	1358
12.2	1329
12.208	1312
12.216	1302
12.224	1299
12.232	1302
12.24	1307
12.248	1314
12.256	1320
12.264	1325
12.272	1329
12.28	1330
12.288	1328
12.296	1324
12.304	1317
12.312	1307
12.32	1294
12.328	1278
12.336	1260
12.344	1240
12.352	1219
12.36	1199
12.368	1178
12.376	1155
12.384	1133
12.392	1112
12.4	1093
12.408	1077
12.416	1064
12.424	1060
12.432	1071
12.44	1103
12.448	1161
12.456	1249
12.464	1369
12.472	1518
12.48	1687
12.488	1866
12.496	2040
12.504	2198
12.512	2329
12.52	2426
12.528	2485
12.536	2506
12.544	2490
12.552	2443
12.56	2370
12.568	2274
12.576	2163
12.584	2046
12.592	1927
12.6	1812
12.608	1706
12.616	1612
12.624	1531
12.632	1465
12.64	1413
12.648	1376
12.656	1352
12.664	1337
12.672	1331
12.68	1332
12.688	1336
12.696	1342
12.704	1348
12.712	1354
12.72	1359
12.728	1362
12.736	1362
12.744	1360
12.752	1355
12.76	1349
12.768	1341
12.776	1329
12.784	1314
12.792	1297
12.8	1279
12.808	1260
12.816	1241
12.824	1222
12.832	1202
12.84	1182
12.848	1162
12.856	1143
12.864	1128
12.872	1118
12.88	1117
12.888	1132
12.896	1167
12.904	1229
12.912	1323
12.92	1448
12.928	1598
12.936	1767
12.944	1943
12.952	2114
12.96	2268
12.968	2395
12.976	2489
12.984	2545
12.992	2563
13	2545
13.008	2493.99999999999
13.016	2415
13.024	2315.99999999998
13.032	2203
13.04	2084.99999999997
13.048	1966
13.056	1851.99999999998
13.064	1747
13.072	1652.99999999998
13.08	1572
13.088	1505.99999999999
13.096	1457
13.104	1422.99999999999
13.112	1400
13.12	1386
13.128	1381
13.136	1383
13.144	1388
13.152	1394
13.16	1401
13.168	1408
13.176	1412
13.184	1414
13.192	1414
13.2	1411
13.208	1406
13.216	1399
13.224	1390
13.232	1377
13.24	1363
13.248	1348
13.256	1331
13.264	1313
13.272	1294
13.28	1273
13.288	1253
13.296	1234
13.304	1214
13.312	1206
13.32	1206
13.328	1202
13.336	1205
13.344	1225
13.352	1267
13.36	1337
13.368	1440
13.376	1576
13.384	1740
13.392	1922
13.4	2111
13.408	2293
13.416	2454
13.424	2585
13.432	2680
13.44	2735
13.448	2753
13.456	2736
13.464	2687
13.472	2612
13.48	2515
13.488	2405
13.496	2288
13.504	2168
13.512	2052
13.52	1946
13.528	1853
13.536	1774
13.544	1708
13.552	1658
13.56	1623
13.568	1601
13.576	1589
13.584	1585
13.592	1588
13.6	1594
13.608	1601
13.616	1608
13.624	1612
13.632	1614
13.64	1614
13.648	1612
13.656	1609
13.664	1605
13.672	1598
13.68	1587
13.688	1574
13.696	1558
13.704	1539
13.712	1521
13.72	1504
13.728	1486
13.736	1469
13.744	1452
13.752	1434
13.76	1415
13.768	1396
13.776	1381
13.784	1373
13.792	1375
13.8	1396
13.808	1444
13.816	1526
13.824	1644
13.832	1796
13.84	1975
13.848	2170
13.856	2365
13.864	2547
13.872	2704
13.88	2826
13.888	2909
13.896	2952
13.904	2955
13.912	2924
13.92	2863
13.928	2781
13.936	2682
13.944	2572
13.952	2458
13.96	2343
13.968	2232
13.976	2128
13.984	2037
13.992	1960
14	1895
14.008	1844.99999999999
14.016	1807
14.024	1780
14.032	1762
14.04	1750
14.048	1743
14.056	1741
14.064	1741
14.072	1740
14.08	1737
14.088	1733
14.096	1728
14.104	1721
14.112	1713
14.12	1704
14.128	1692
14.136	1677
14.144	1661
14.152	1643
14.16	1624
14.168	1604
14.176	1583
14.184	1562
14.192	1540
14.2	1519
14.208	1499
14.216	1479
14.224	1458
14.232	1436
14.24	1417
14.248	1406
14.256	1410
14.264	1439.00000000001
14.272	1499
14.28	1595.00000000002
14.288	1729
14.296	1895.00000000004
14.304	2082
14.312	2274.00000000004
14.32	2457
14.328	2618.00000000003
14.336	2746
14.344	2835
14.352	2883
14.36	2891
14.368	2862
14.376	2802
14.384	2718
14.392	2616
14.4	2501
14.408	2379
14.416	2255
14.424	2134
14.432	2021
14.44	1921
14.448	1835
14.456	1763
14.464	1705
14.472	1661
14.48	1630
14.488	1609
14.496	1597
14.504	1591
14.512	1588
14.52	1586
14.528	1584
14.536	1581
14.544	1576
14.552	1568
14.56	1557
14.568	1542
14.576	1525
14.584	1508
14.592	1489
14.6	1470
14.608	1449
14.616	1428
14.624	1407
14.632	1388
14.64	1369
14.648	1349
14.656	1329
14.664	1310
14.672	1292
14.68	1276
14.688	1259
14.696	1243
14.704	1230
14.712	1223
14.72	1229
14.728	1253
14.736	1303
14.744	1384
14.752	1497
14.76	1640
14.768	1803
14.776	1976
14.784	2144
14.792	2296
14.8	2422
14.808	2515
14.816	2572
14.824	2591
14.832	2576
14.84	2529
14.848	2457
14.856	2365
14.864	2261
14.872	2152
14.88	2041
14.888	1936
14.896	1839
14.904	1752
14.912	1676
14.92	1613
14.928	1564
14.936	1527
14.944	1493
14.952	1481
14.96	1476
14.968	1480
14.976	1486
14.984	1492
14.992	1498
15	1496
15.008	1492
15.016	1482
15.024	1473
15.032	1464
15.04	1452
15.048	1437
15.056	1421
15.064	1405
15.072	1389
15.08	1372
15.088	1353
15.096	1335
15.104	1317
15.112	1291
15.12	1275
15.128	1261
15.136	1244
15.144	1241
15.152	1250
15.16	1276
15.168	1326.00000000001
15.176	1404
15.184	1512.00000000003
15.192	1646
15.2	1798.00000000003
15.208	1960
15.216	2121.00000000003
15.224	2268
15.232	2390.00000000002
15.24	2482
15.248	2539.00000000001
15.256	2558
15.264	2541.99999999999
15.272	2497
15.28	2427.99999999998
15.288	2340
15.296	2239.99999999998
15.304	2134
15.312	2027.99999999998
15.32	1926
15.328	1810.99999999997
15.336	1696
15.344	1604.99999999998
15.352	1534
15.36	1479
15.368	1441
15.376	1418
15.384	1406
15.392	1404
15.4	1408
15.408	1415
15.416	1424
15.424	1432
15.432	1439
15.44	1443
15.448	1443
